App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6115566,HDR,07/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118291,HDR,08/24/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116294,HDR,07/31/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114172,HDR,07/09/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112594,HDR,06/17/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6116709,HDR,08/06/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116579,HDR,08/04/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6113378,HDR,06/30/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117644,HDR,08/15/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117563,HDR,08/15/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117990,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112577,HDR,06/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118382,PDR,08/25/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114190,HDR,07/09/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115027,HDR,07/18/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113765,HDR,07/04/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110462,HDR,05/15/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6113733,HDR,07/03/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6114239,HDR,07/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117491,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117736,HDR,08/17/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117306,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113830,HDR,07/05/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117013,HDR,08/08/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117489,HDR,08/14/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6116439,HDR,08/02/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6116611,HDR,08/04/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117058,HDR,08/09/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117166,HDR,08/11/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114155,HDR,07/09/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110328,HDR,05/14/2025,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110389,HDR,05/14/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114565,HDR,07/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115660,HDR,07/24/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117126,HDR,08/10/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115001,HDR,07/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117028,HDR,08/09/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6112522,HDR,06/17/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114397,HDR,07/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116421,HDR,08/02/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6110169,HDR,05/12/2025,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6114874,HDR,07/16/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114460,HDR,07/12/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6114427,HDR,07/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116015,HDR,07/28/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6114574,HDR,07/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113366,HDR,06/29/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112626,HDR,06/18/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118221,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112848,HDR,06/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115743,HDR,07/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6112337,HDR,06/14/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6118230,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117395,HDR,08/13/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114375,HDR,07/11/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116126,HDR,07/29/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116379,HDR,08/01/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116118,HDR,07/29/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118372,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113394,HDR,06/30/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116533,HDR,08/04/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110792,HDR,05/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115815,HDR,07/26/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117549,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111987,HDR,06/09/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6114443,HDR,07/12/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116952,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112059,HDR,06/10/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117543,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115380,HDR,07/22/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6115221,HDR,07/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116797,HDR,08/06/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115375,HDR,07/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116845,VDR,08/07/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed,08/25/2025 11:00:00 PM
6117379,HDR,08/13/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118237,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115065,HDR,07/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112173,HDR,06/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116272,HDR,07/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6113871,HDR,07/06/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112361,HDR,06/15/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112155,HDR,06/11/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115726,HDR,07/25/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115818,HDR,07/26/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116151,HDR,07/30/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117243,HDR,08/11/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115226,HDR,07/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110246,HDR,05/12/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118360,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116534,HDR,08/04/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115206,HDR,07/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115793,HDR,07/26/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116609,HDR,08/04/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114516,HDR,07/13/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115551,HDR,07/23/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117727,HDR,08/17/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116954,HDR,08/08/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113747,HDR,07/03/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6113818,HDR,07/05/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110782,PDR,05/21/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116568,HDR,08/04/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112018,HDR,06/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115454,HDR,07/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113536,HDR,07/01/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117319,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114693,HDR,07/15/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112487,HDR,06/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112601,HDR,06/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117545,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114554,HDR,07/14/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114892,HDR,07/17/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115190,HDR,07/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114646,HDR,07/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113769,HDR,07/04/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115274,HDR,07/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113266,HDR,06/27/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6116650,HDR,08/05/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116307,HDR,07/31/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6110659,HDR,05/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115561,HDR,07/23/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114127,HDR,07/08/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112605,HDR,06/18/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117900,HDR,08/18/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116894,HDR,08/07/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6118282,HDR,08/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116804,HDR,08/06/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114173,HDR,07/09/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117290,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6114936,HDR,07/17/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6114215,HDR,07/09/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115383,HDR,07/22/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6111435,HDR,06/01/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
